,loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,application_type,mort_acc,pub_rec_bankruptcies
7757,6500.0, 36 months,7.26,201.48,A,,MORTGAGE,65000.0,Not Verified,Dec-2015,Fully Paid,credit_card,29.36,3.0,Sep-1981,695.0,699.0,0.0,13.0,0.0,5435.0,13.4,28.0,Individual,2.0,0.0
7968,30000.0, 60 months,11.99,667.19,C,6 years,MORTGAGE,106000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,20.25,0.0,Jun-1997,710.0,714.0,0.0,9.0,0.0,28540.0,62.0,31.0,Individual,3.0,0.0
4515,35000.0, 60 months,13.99,814.21,C,10+ years,RENT,91000.0,Source Verified,Dec-2015,Charged Off,credit_card,36.91,0.0,Mar-1990,720.0,724.0,1.0,19.0,0.0,24148.0,34.2,32.0,Individual,0.0,0.0
9282,14000.0, 36 months,7.89,438.0,A,4 years,MORTGAGE,45000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,16.88,0.0,Jul-2010,685.0,689.0,0.0,22.0,0.0,15725.0,55.4,24.0,Individual,2.0,0.0
5197,25000.0, 60 months,15.77,604.91,D,10+ years,MORTGAGE,68015.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,36.42,0.0,Feb-1996,690.0,694.0,0.0,11.0,0.0,24501.0,94.6,32.0,Individual,4.0,0.0
60,16000.0, 60 months,13.44,367.67,C,1 year,RENT,42000.0,Not Verified,Dec-2015,Charged Off,credit_card,9.6,0.0,Apr-2002,670.0,674.0,0.0,29.0,0.0,11834.0,44.8,48.0,Individual,0.0,0.0
6151,11150.0, 36 months,11.48,367.58,B,10+ years,MORTGAGE,49000.0,Verified,Dec-2015,Fully Paid,other,14.11,2.0,Mar-1998,660.0,664.0,0.0,7.0,0.0,17587.0,64.0,21.0,Individual,2.0,0.0
9846,16500.0, 36 months,8.38,519.95,B,10+ years,RENT,67000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,15.06,0.0,Aug-1998,675.0,679.0,0.0,14.0,1.0,7301.0,20.3,31.0,Individual,1.0,1.0
2615,5600.0, 36 months,13.44,189.88,C,2 years,RENT,57000.0,Not Verified,Dec-2015,Fully Paid,credit_card,11.94,0.0,Jan-1996,665.0,669.0,1.0,8.0,3.0,3770.0,73.9,10.0,Individual,0.0,3.0
2673,12000.0, 36 months,10.78,391.62,B,1 year,RENT,54000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,15.07,3.0,Feb-2010,660.0,664.0,0.0,14.0,0.0,11369.0,45.8,32.0,Individual,0.0,0.0
162,13150.0, 36 months,5.32,396.01,A,1 year,RENT,40000.0,Not Verified,Dec-2015,Fully Paid,major_purchase,20.25,0.0,May-2001,765.0,769.0,0.0,13.0,0.0,11221.0,20.1,17.0,Individual,0.0,0.0
6500,20000.0, 60 months,16.59,492.66,D,10+ years,MORTGAGE,68500.0,Verified,Dec-2015,Fully Paid,debt_consolidation,32.31,2.0,Aug-2001,660.0,664.0,0.0,14.0,0.0,799.0,20.0,49.0,Individual,2.0,0.0
6607,8000.0, 36 months,7.49,248.82,A,< 1 year,RENT,150000.0,Source Verified,Dec-2015,Fully Paid,car,7.6,0.0,Oct-2009,705.0,709.0,0.0,14.0,0.0,8825.0,10.4,22.0,Individual,0.0,0.0
4299,20000.0, 60 months,13.99,465.27,C,1 year,RENT,64000.0,Verified,Dec-2015,Charged Off,debt_consolidation,24.73,0.0,Apr-2008,675.0,679.0,2.0,13.0,0.0,19436.0,45.0,16.0,Individual,0.0,0.0
9629,28000.0, 36 months,5.32,843.22,A,10+ years,MORTGAGE,105000.0,Source Verified,Dec-2015,Fully Paid,credit_card,23.67,0.0,Sep-1994,695.0,699.0,0.0,14.0,0.0,37943.0,81.8,24.0,Individual,2.0,0.0
2748,12000.0, 36 months,8.49,378.76,B,6 years,MORTGAGE,100000.0,Not Verified,Dec-2015,Fully Paid,credit_card,14.53,0.0,May-2000,725.0,729.0,0.0,6.0,0.0,30504.0,48.7,11.0,Individual,1.0,0.0
9584,10000.0, 36 months,5.32,301.15,A,10+ years,MORTGAGE,125000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,11.51,0.0,Oct-1992,720.0,724.0,1.0,12.0,0.0,8693.0,8.0,20.0,Individual,0.0,0.0
3274,10000.0, 36 months,10.78,326.35,B,10+ years,RENT,39000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,27.24,0.0,Aug-1992,720.0,724.0,0.0,5.0,0.0,3858.0,40.2,17.0,Individual,1.0,0.0
4425,18000.0, 36 months,10.78,587.43,B,3 years,MORTGAGE,68000.0,Not Verified,Dec-2015,Fully Paid,credit_card,9.75,0.0,Oct-1999,660.0,664.0,0.0,15.0,1.0,15633.0,73.7,35.0,Individual,2.0,1.0
1613,16000.0, 36 months,8.49,505.01,B,10+ years,MORTGAGE,65000.0,Source Verified,Dec-2015,Fully Paid,credit_card,7.77,0.0,Oct-1985,695.0,699.0,2.0,21.0,1.0,11798.0,21.6,35.0,Individual,1.0,1.0
7447,20000.0, 36 months,5.32,602.3,A,10+ years,MORTGAGE,85000.0,Not Verified,Dec-2015,Fully Paid,credit_card,21.35,0.0,Sep-1998,755.0,759.0,1.0,8.0,0.0,28728.0,37.9,23.0,Individual,1.0,0.0
6429,4325.0, 36 months,23.13,167.72,F,10+ years,MORTGAGE,60000.0,Verified,Dec-2015,Charged Off,debt_consolidation,20.48,0.0,Dec-2003,665.0,669.0,2.0,13.0,1.0,5083.0,38.2,20.0,Individual,2.0,1.0
1109,8000.0, 36 months,7.91,250.36,A,8 years,MORTGAGE,110000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,22.32,0.0,Nov-2006,725.0,729.0,2.0,13.0,0.0,5692.0,34.9,20.0,Individual,1.0,0.0
9724,9600.0, 36 months,8.38,302.52,B,10+ years,OWN,45508.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,38.53,0.0,Apr-1993,755.0,759.0,0.0,12.0,0.0,20863.0,31.5,21.0,Individual,0.0,0.0
1632,26900.0, 36 months,9.8,865.47,B,5 years,RENT,87300.0,Verified,Dec-2015,Fully Paid,debt_consolidation,27.57,1.0,Oct-1994,705.0,709.0,1.0,16.0,0.0,6851.0,24.5,44.0,Individual,1.0,0.0
6205,24925.0, 36 months,11.48,821.69,B,9 years,MORTGAGE,70000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,21.16,0.0,Mar-1990,675.0,679.0,0.0,21.0,0.0,20733.0,29.8,43.0,Individual,3.0,0.0
6255,15000.0, 36 months,9.17,478.19,B,6 years,RENT,90000.0,Source Verified,Dec-2015,Fully Paid,credit_card,16.59,0.0,Jul-2004,695.0,699.0,0.0,12.0,0.0,8554.0,47.8,17.0,Individual,0.0,0.0
6276,12000.0, 60 months,12.88,272.31,C,< 1 year,MORTGAGE,75000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,19.58,0.0,Nov-2005,705.0,709.0,0.0,10.0,0.0,16206.0,62.6,21.0,Individual,2.0,0.0
741,3500.0, 36 months,6.49,107.26,A,8 years,MORTGAGE,56000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,19.03,3.0,Jan-1999,680.0,684.0,0.0,10.0,0.0,3770.0,11.5,19.0,Individual,3.0,0.0
8217,12000.0, 36 months,11.22,394.12,B,8 years,RENT,63000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,24.84,0.0,Aug-1994,665.0,669.0,0.0,11.0,1.0,10955.0,68.9,18.0,Individual,0.0,1.0
6154,15600.0, 36 months,9.17,497.32,B,< 1 year,RENT,120000.0,Verified,Dec-2015,Fully Paid,credit_card,16.56,0.0,Feb-2003,690.0,694.0,0.0,6.0,0.0,5646.0,102.7,15.0,Individual,0.0,0.0
9374,16000.0, 36 months,10.64,521.1,B,3 years,RENT,47600.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,16.46,0.0,May-2005,675.0,679.0,1.0,11.0,0.0,22114.0,64.3,17.0,Individual,0.0,0.0
9721,10000.0, 36 months,7.89,312.86,A,5 years,MORTGAGE,55000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,12.2,1.0,Oct-1998,705.0,709.0,1.0,8.0,0.0,10173.0,60.9,26.0,Individual,3.0,0.0
6661,20000.0, 60 months,16.59,492.66,D,3 years,MORTGAGE,70000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,32.45,0.0,Nov-1989,680.0,684.0,0.0,14.0,0.0,27379.0,66.6,29.0,Individual,5.0,0.0
7256,3000.0, 36 months,14.85,103.78,C,6 years,MORTGAGE,54000.0,Verified,Dec-2015,Charged Off,other,17.04,1.0,Apr-1998,675.0,679.0,1.0,16.0,0.0,8523.0,27.6,45.0,Individual,2.0,0.0
1893,18000.0, 60 months,18.99,466.84,E,8 years,MORTGAGE,57100.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,5.63,0.0,Sep-2001,670.0,674.0,1.0,6.0,0.0,2846.0,24.7,8.0,Individual,0.0,0.0
9219,16800.0, 36 months,5.32,505.93,A,2 years,MORTGAGE,106080.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,4.65,0.0,Jun-1992,725.0,729.0,0.0,5.0,0.0,6248.0,39.5,10.0,Individual,3.0,0.0
7784,21600.0, 60 months,7.89,436.84,A,10+ years,MORTGAGE,75000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,10.98,0.0,Oct-1981,715.0,719.0,0.0,10.0,0.0,15204.0,27.1,25.0,Individual,3.0,0.0
2577,23700.0, 60 months,15.77,573.45,D,3 years,RENT,62000.0,Source Verified,Dec-2015,Charged Off,credit_card,33.64,0.0,Aug-2001,690.0,694.0,3.0,28.0,1.0,15358.0,45.4,49.0,Individual,0.0,1.0
5445,5000.0, 36 months,11.99,166.05,C,10+ years,MORTGAGE,84000.0,Verified,Dec-2015,Fully Paid,medical,27.56,0.0,Dec-1985,730.0,734.0,1.0,10.0,0.0,25972.0,64.0,32.0,Individual,3.0,0.0
2402,20000.0, 36 months,7.91,625.9,A,5 years,MORTGAGE,98000.0,Verified,Dec-2015,Charged Off,debt_consolidation,17.79,1.0,Feb-2002,685.0,689.0,0.0,12.0,0.0,21615.0,83.5,21.0,Individual,2.0,0.0
9476,5000.0, 36 months,10.64,162.85,B,6 years,OWN,27040.0,Source Verified,Dec-2015,Fully Paid,credit_card,28.35,1.0,Sep-2009,660.0,664.0,0.0,11.0,0.0,5175.0,63.9,15.0,Individual,0.0,0.0
6012,21000.0, 36 months,5.32,632.42,A,6 years,MORTGAGE,90156.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,34.77,0.0,Jul-2005,780.0,784.0,0.0,20.0,0.0,1534.0,5.6,33.0,Individual,1.0,0.0
8994,8000.0, 36 months,7.89,250.29,A,1 year,RENT,80000.0,Source Verified,Dec-2015,Fully Paid,credit_card,11.46,0.0,Sep-2001,700.0,704.0,0.0,13.0,0.0,7239.0,54.8,38.0,Individual,0.0,0.0
308,15000.0, 36 months,13.99,512.6,C,2 years,OWN,48000.0,Source Verified,Dec-2015,Charged Off,credit_card,31.29,0.0,Apr-2011,670.0,674.0,0.0,6.0,0.0,3044.0,41.7,11.0,Individual,0.0,0.0
1976,2000.0, 36 months,9.17,63.76,B,10+ years,RENT,36400.0,Not Verified,Dec-2015,Fully Paid,other,29.01,0.0,Sep-2001,810.0,814.0,0.0,8.0,0.0,3006.0,10.5,14.0,Individual,0.0,0.0
6668,11525.0, 60 months,18.99,298.91,E,7 years,RENT,32017.0,Verified,Dec-2015,Charged Off,debt_consolidation,30.43,0.0,Jan-1989,680.0,684.0,2.0,11.0,0.0,15519.0,62.3,23.0,Individual,0.0,0.0
154,15600.0, 60 months,13.44,358.48,C,10+ years,MORTGAGE,52000.0,Not Verified,Dec-2015,Fully Paid,major_purchase,15.37,0.0,Feb-1995,720.0,724.0,1.0,6.0,0.0,12329.0,69.3,13.0,Individual,3.0,0.0
1530,35000.0, 36 months,8.49,1104.71,B,3 years,RENT,150000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,6.59,0.0,Sep-2005,735.0,739.0,1.0,19.0,0.0,10801.0,15.9,31.0,Individual,0.0,0.0
1576,10000.0, 36 months,8.49,315.63,B,4 years,MORTGAGE,42000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,33.77,0.0,Aug-2002,680.0,684.0,0.0,15.0,0.0,14819.0,49.7,41.0,Individual,0.0,0.0
8883,14400.0, 60 months,16.55,354.41,D,10+ years,RENT,48000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,21.3,0.0,Jan-1994,675.0,679.0,2.0,15.0,1.0,4730.0,26.1,32.0,Individual,0.0,1.0
1590,28000.0, 36 months,6.99,864.44,A,4 years,MORTGAGE,95000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,23.83,0.0,Oct-1999,705.0,709.0,1.0,20.0,0.0,33836.0,34.8,35.0,Individual,4.0,0.0
5567,3775.0, 36 months,11.99,125.37,C,2 years,RENT,17795.0,Not Verified,Dec-2015,Fully Paid,credit_card,34.01,0.0,Aug-2011,675.0,679.0,0.0,5.0,0.0,3612.0,73.7,7.0,Individual,0.0,0.0
5519,6000.0, 36 months,9.8,193.05,B,9 years,RENT,40000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,12.57,0.0,Aug-2007,720.0,724.0,0.0,12.0,0.0,9949.0,30.5,12.0,Individual,0.0,0.0
8951,21000.0, 36 months,10.64,683.94,B,3 years,MORTGAGE,120000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,16.72,0.0,Jul-2001,685.0,689.0,0.0,13.0,0.0,11392.0,53.0,35.0,Individual,5.0,0.0
2662,13750.0, 60 months,23.13,388.65,F,10+ years,MORTGAGE,81600.0,Verified,Dec-2015,Charged Off,debt_consolidation,13.87,1.0,Dec-2003,675.0,679.0,2.0,15.0,1.0,11505.0,41.0,32.0,Individual,1.0,1.0
8398,10000.0, 36 months,9.17,318.79,B,10+ years,MORTGAGE,60000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,8.0,1.0,Jul-1999,660.0,664.0,0.0,7.0,0.0,7618.0,51.5,17.0,Individual,4.0,0.0
9970,7500.0, 36 months,12.59,251.23,C,2 years,OWN,47000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,20.45,1.0,Jul-2001,680.0,684.0,1.0,27.0,0.0,7242.0,56.6,39.0,Individual,0.0,0.0
7867,33750.0, 60 months,22.99,951.24,F,2 years,MORTGAGE,75000.0,Verified,Dec-2015,Charged Off,credit_card,32.02,0.0,Dec-1999,660.0,664.0,2.0,27.0,0.0,40661.0,70.0,39.0,Individual,2.0,0.0
4792,7500.0, 36 months,7.49,233.27,A,10+ years,OWN,26000.0,Not Verified,Dec-2015,Charged Off,other,20.96,0.0,Aug-1981,695.0,699.0,0.0,13.0,1.0,2685.0,5.4,51.0,Individual,0.0,1.0
6279,6500.0, 36 months,9.17,207.22,B,8 years,RENT,40000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,19.35,0.0,Mar-2002,695.0,699.0,0.0,6.0,1.0,9740.0,72.1,10.0,Individual,0.0,0.0
7158,18875.0, 60 months,16.55,464.54,D,4 years,MORTGAGE,52200.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,28.02,6.0,Feb-2000,705.0,709.0,1.0,14.0,0.0,11803.0,46.5,43.0,Individual,1.0,0.0
6372,12000.0, 60 months,13.44,275.75,C,1 year,RENT,70000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,18.4,0.0,Jan-2007,670.0,674.0,0.0,10.0,0.0,11457.0,88.1,21.0,Individual,0.0,0.0
392,18000.0, 36 months,8.49,568.14,B,< 1 year,RENT,55000.0,Source Verified,Dec-2015,Fully Paid,credit_card,27.17,0.0,Aug-2005,670.0,674.0,0.0,14.0,0.0,22088.0,71.7,24.0,Individual,0.0,0.0
1337,25000.0, 36 months,12.88,840.91,C,9 years,RENT,100000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,10.5,0.0,Apr-2001,665.0,669.0,0.0,9.0,0.0,23705.0,69.3,16.0,Individual,0.0,0.0
5617,7375.0, 36 months,17.27,263.94,D,10+ years,RENT,46000.0,Verified,Dec-2015,Charged Off,debt_consolidation,25.15,0.0,Mar-2003,680.0,684.0,2.0,8.0,0.0,12726.0,69.5,22.0,Individual,0.0,0.0
3720,15600.0, 36 months,9.8,501.91,B,5 years,RENT,47000.0,Source Verified,Dec-2015,Fully Paid,credit_card,3.52,0.0,Sep-1998,660.0,664.0,2.0,8.0,1.0,9453.0,27.0,28.0,Individual,3.0,1.0
6454,5000.0, 36 months,9.8,160.87,B,6 years,MORTGAGE,67800.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,3.42,0.0,Jan-2004,665.0,669.0,1.0,10.0,1.0,5027.0,49.3,25.0,Individual,2.0,1.0
9116,8400.0, 36 months,12.59,281.38,C,10+ years,MORTGAGE,49000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,16.39,1.0,Jun-1993,670.0,674.0,2.0,14.0,0.0,9476.0,42.5,42.0,Individual,5.0,0.0
9243,5000.0, 36 months,15.41,174.34,D,2 years,RENT,30000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,28.96,0.0,Apr-2003,660.0,664.0,2.0,8.0,2.0,3031.0,68.9,11.0,Individual,0.0,0.0
7526,15600.0, 60 months,11.22,340.9,B,8 years,RENT,48000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,13.15,0.0,Oct-1987,670.0,674.0,0.0,7.0,2.0,9251.0,66.1,22.0,Individual,0.0,2.0
5166,1500.0, 36 months,9.8,48.27,B,10+ years,OWN,90000.0,Not Verified,Dec-2015,Fully Paid,other,8.83,1.0,Sep-1997,735.0,739.0,0.0,7.0,0.0,11666.0,47.4,26.0,Individual,3.0,0.0
1967,7000.0, 36 months,9.17,223.16,B,6 years,OWN,90000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,18.12,0.0,Oct-2004,685.0,689.0,1.0,10.0,0.0,69878.0,45.6,32.0,Individual,2.0,0.0
4541,6000.0, 36 months,8.49,189.38,B,3 years,MORTGAGE,90000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,13.27,2.0,May-1993,670.0,674.0,1.0,17.0,0.0,9148.0,72.0,52.0,Individual,4.0,0.0
5862,12225.0, 36 months,15.77,428.41,D,1 year,RENT,55000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,8.27,0.0,Jul-2010,735.0,739.0,0.0,5.0,0.0,3765.0,33.3,5.0,Individual,0.0,0.0
7448,12000.0, 36 months,9.17,382.55,B,,MORTGAGE,67000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,11.95,1.0,Apr-1974,680.0,684.0,0.0,6.0,0.0,6959.0,95.3,22.0,Individual,3.0,0.0
7776,18000.0, 36 months,12.59,602.95,C,6 years,RENT,130000.0,Source Verified,Dec-2015,Fully Paid,other,3.42,1.0,Apr-2001,675.0,679.0,0.0,4.0,0.0,18591.0,54.5,31.0,Individual,2.0,0.0
550,27300.0, 60 months,17.97,692.8,D,4 years,MORTGAGE,65000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,17.02,1.0,Jul-2001,675.0,679.0,0.0,9.0,0.0,29015.0,72.7,32.0,Individual,3.0,0.0
9710,20000.0, 36 months,5.32,602.3,A,< 1 year,MORTGAGE,100000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,13.32,0.0,Apr-1995,780.0,784.0,1.0,17.0,0.0,11017.0,16.1,39.0,Individual,1.0,0.0
803,28000.0, 60 months,8.49,574.33,B,5 years,MORTGAGE,95000.0,Source Verified,Dec-2015,Charged Off,credit_card,19.6,0.0,Dec-2003,710.0,714.0,0.0,24.0,0.0,30169.0,31.8,62.0,Individual,2.0,0.0
440,2000.0, 36 months,13.44,67.82,C,10+ years,OWN,75600.0,Verified,Dec-2015,Fully Paid,debt_consolidation,10.17,1.0,Sep-1995,685.0,689.0,0.0,5.0,0.0,15568.0,92.7,19.0,Individual,4.0,0.0
8025,3000.0, 36 months,15.41,104.6,D,5 years,MORTGAGE,36000.0,Verified,Dec-2015,Fully Paid,other,3.7,0.0,Jan-2007,670.0,674.0,1.0,6.0,0.0,2648.0,22.8,10.0,Individual,1.0,0.0
4040,10000.0, 36 months,6.49,306.45,A,10+ years,MORTGAGE,160000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,11.69,1.0,Aug-1994,705.0,709.0,0.0,12.0,0.0,19498.0,48.4,34.0,Individual,18.0,0.0
593,15000.0, 36 months,9.8,482.61,B,4 years,RENT,52500.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,4.96,0.0,Feb-2002,695.0,699.0,0.0,8.0,1.0,10459.0,52.3,16.0,Individual,3.0,1.0
4166,15000.0, 36 months,11.99,498.15,C,2 years,MORTGAGE,41000.0,Verified,Dec-2015,Fully Paid,credit_card,14.17,0.0,Mar-1993,695.0,699.0,1.0,30.0,0.0,15411.0,79.8,61.0,Individual,5.0,0.0
7450,26350.0, 60 months,19.99,697.97,E,10+ years,MORTGAGE,82000.0,Verified,Dec-2015,Charged Off,credit_card,23.97,0.0,Sep-1995,670.0,674.0,1.0,10.0,2.0,14281.0,72.0,11.0,Individual,1.0,0.0
8765,20000.0, 36 months,11.99,664.2,C,8 years,MORTGAGE,175000.0,Source Verified,Dec-2015,Fully Paid,credit_card,7.86,0.0,Sep-2005,690.0,694.0,1.0,10.0,0.0,16740.0,65.9,16.0,Individual,1.0,0.0
9788,16000.0, 36 months,9.17,510.07,B,3 years,RENT,40000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,31.14,0.0,Aug-2003,715.0,719.0,0.0,8.0,1.0,2975.0,27.5,14.0,Individual,0.0,1.0
8882,10000.0, 36 months,10.64,325.69,B,10+ years,RENT,98000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,18.49,0.0,Mar-1993,720.0,724.0,0.0,10.0,0.0,5036.0,37.6,36.0,Individual,2.0,0.0
5381,12500.0, 36 months,7.49,388.78,A,< 1 year,MORTGAGE,100000.0,Source Verified,Dec-2015,Fully Paid,credit_card,23.32,0.0,Sep-1997,700.0,704.0,0.0,11.0,0.0,25995.0,91.2,32.0,Individual,5.0,0.0
1621,15000.0, 60 months,11.48,329.74,B,< 1 year,MORTGAGE,85000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,18.11,1.0,Aug-1994,675.0,679.0,2.0,16.0,0.0,16387.0,48.9,32.0,Individual,1.0,0.0
2310,16000.0, 36 months,8.49,505.01,B,8 years,RENT,65800.0,Not Verified,Dec-2015,Fully Paid,credit_card,18.62,0.0,Sep-2003,725.0,729.0,0.0,5.0,0.0,17898.0,71.0,15.0,Individual,0.0,0.0
7069,15000.0, 36 months,9.8,482.61,B,10+ years,MORTGAGE,53500.0,Not Verified,Dec-2015,Charged Off,credit_card,27.01,3.0,Feb-1995,680.0,684.0,1.0,21.0,0.0,24875.0,81.6,48.0,Individual,4.0,0.0
611,15000.0, 36 months,12.88,504.55,C,< 1 year,RENT,89000.0,Verified,Dec-2015,Charged Off,debt_consolidation,34.58,0.0,Aug-1997,660.0,664.0,1.0,27.0,1.0,32901.0,81.4,43.0,Individual,1.0,1.0
8740,11400.0, 36 months,12.59,381.87,C,5 years,MORTGAGE,70000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,17.93,0.0,Jul-2005,665.0,669.0,1.0,13.0,1.0,4196.0,47.1,25.0,Individual,0.0,0.0
8535,9500.0, 36 months,11.22,312.01,B,3 years,MORTGAGE,38000.0,Verified,Dec-2015,Fully Paid,credit_card,18.22,0.0,Dec-2008,665.0,669.0,0.0,12.0,0.0,6456.0,58.2,19.0,Individual,1.0,0.0
5465,21000.0, 60 months,13.44,482.56,C,5 years,MORTGAGE,50000.0,Verified,Dec-2015,Charged Off,debt_consolidation,18.05,0.0,Oct-1996,680.0,684.0,0.0,10.0,0.0,21819.0,55.7,27.0,Individual,1.0,0.0
9758,20000.0, 36 months,5.32,602.3,A,3 years,MORTGAGE,110000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,19.21,0.0,Mar-2001,745.0,749.0,0.0,9.0,0.0,22989.0,40.4,25.0,Individual,2.0,0.0
6286,3000.0, 36 months,13.44,101.72,C,< 1 year,RENT,40000.0,Source Verified,Dec-2015,Fully Paid,other,21.21,0.0,Jul-1997,670.0,674.0,0.0,7.0,1.0,34726.0,64.0,9.0,Individual,0.0,1.0
3633,18175.0, 36 months,17.97,656.8,D,10+ years,OWN,50500.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,21.03,0.0,Oct-2000,670.0,674.0,0.0,5.0,0.0,3283.0,60.8,19.0,Individual,0.0,0.0
1416,4000.0, 36 months,11.48,131.87,B,10+ years,RENT,56000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,12.82,0.0,Dec-2007,680.0,684.0,1.0,11.0,0.0,3883.0,55.5,25.0,Individual,0.0,0.0
1873,15000.0, 36 months,16.59,531.74,D,3 years,MORTGAGE,75496.0,Verified,Dec-2015,Fully Paid,debt_consolidation,25.04,0.0,Apr-1998,685.0,689.0,1.0,12.0,0.0,30474.0,75.1,33.0,Individual,5.0,0.0
9130,35000.0, 60 months,18.49,898.13,E,5 years,MORTGAGE,120000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,16.33,1.0,Mar-2001,680.0,684.0,1.0,14.0,0.0,30126.0,63.4,38.0,Individual,3.0,0.0
8349,30000.0, 36 months,8.38,945.36,B,3 years,MORTGAGE,140000.0,Not Verified,Dec-2015,Fully Paid,home_improvement,22.46,0.0,Apr-1999,700.0,704.0,1.0,16.0,0.0,63452.0,85.4,21.0,Individual,3.0,0.0
4135,24000.0, 60 months,9.8,507.58,B,10+ years,MORTGAGE,85000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,23.17,0.0,Sep-2000,720.0,724.0,0.0,23.0,0.0,39806.0,47.3,43.0,Individual,4.0,0.0
8857,16000.0, 36 months,6.24,488.5,A,10+ years,MORTGAGE,160000.0,Source Verified,Dec-2015,Fully Paid,credit_card,8.36,1.0,Mar-2001,705.0,709.0,0.0,7.0,0.0,43590.0,93.1,21.0,Individual,4.0,0.0
6411,6500.0, 36 months,10.78,212.13,B,,OWN,35000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,20.82,0.0,Sep-1987,705.0,709.0,1.0,19.0,0.0,16270.0,32.5,33.0,Individual,1.0,0.0
4759,9600.0, 36 months,10.78,313.3,B,4 years,MORTGAGE,46000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,11.06,1.0,Dec-2007,660.0,664.0,1.0,5.0,1.0,4275.0,83.8,7.0,Individual,1.0,1.0
5028,28000.0, 36 months,5.32,843.22,A,2 years,MORTGAGE,150000.0,Source Verified,Dec-2015,Fully Paid,credit_card,13.66,0.0,Jul-2002,695.0,699.0,0.0,19.0,0.0,78335.0,64.4,29.0,Individual,3.0,0.0
7804,5400.0, 36 months,6.24,164.87,A,10+ years,MORTGAGE,110000.0,Not Verified,Dec-2015,Fully Paid,credit_card,27.64,1.0,Mar-1996,730.0,734.0,1.0,30.0,0.0,39787.0,24.1,75.0,Individual,5.0,0.0
4402,16000.0, 60 months,9.8,338.39,B,10+ years,RENT,104000.0,Not Verified,Dec-2015,Fully Paid,credit_card,17.64,0.0,Feb-2003,740.0,744.0,0.0,5.0,0.0,21501.0,97.8,13.0,Individual,0.0,0.0
